Date,Open,High,Low,Close,Adj Close,Volume
2020-12-09,62.560001,62.810001,60.709999,61.270000,59.674320,2260600
2020-12-10,60.799999,61.580002,59.759998,59.790001,58.232868,2850600
2020-12-11,59.310001,59.990002,58.509998,58.939999,57.405003,2352400
2020-12-14,59.369999,59.900002,57.900002,57.900002,56.392090,2201500
2020-12-15,58.209999,59.330002,57.389999,59.320000,57.775108,3224600
2020-12-16,59.200001,60.200001,58.250000,59.049999,57.512138,4229000
2020-12-17,59.500000,60.200001,58.639999,59.639999,58.086773,3216400
2020-12-18,59.369999,59.860001,57.150002,57.650002,56.148602,5468700
2020-12-21,56.650002,57.959999,56.080002,57.860001,56.353130,3801700
2020-12-22,57.880001,58.000000,57.270000,57.849998,56.343391,2737400
2020-12-23,58.000000,58.759998,57.020000,57.070000,55.583706,1332400
2020-12-24,57.480000,58.270000,57.049999,58.200001,56.684273,638100
2020-12-28,58.380001,59.450001,58.119999,59.419998,57.872501,1648200
2020-12-29,59.520000,59.820000,58.290001,58.360001,56.840111,2182000
2020-12-30,58.389999,59.160000,58.349998,58.959999,57.424484,1357300
2020-12-31,58.639999,59.330002,57.820000,59.279999,58.332733,1423100
2021-01-04,59.380001,60.080002,57.220001,57.500000,56.581177,4564500
2021-01-05,57.439999,57.720001,56.790001,57.049999,56.138367,2481700
2021-01-06,57.599998,59.049999,57.299999,58.610001,57.673439,2667600
2021-01-07,58.290001,58.330002,57.520000,57.900002,56.974785,2243700
2021-01-08,57.990002,58.389999,57.590000,58.259998,57.329029,2095600
2021-01-11,58.150002,58.369999,57.080002,58.049999,57.122387,2628800
2021-01-12,58.049999,58.779999,57.430000,58.549999,57.614399,2550500
2021-01-13,58.709999,59.779999,58.369999,59.570000,58.618099,1679700
2021-01-14,59.930000,60.880001,59.570000,60.389999,59.424992,3212700
2021-01-15,60.459999,61.680000,60.080002,61.590000,60.605820,3297400
2021-01-19,61.959999,61.959999,60.259998,60.310001,59.346272,2090800
2021-01-20,60.310001,62.430000,59.880001,61.669998,60.684540,2321300
2021-01-21,61.110001,62.000000,60.610001,61.810001,60.822308,2282400
2021-01-22,61.500000,62.209999,61.180000,61.560001,60.576298,1721700
2021-01-25,61.220001,62.169998,60.590000,61.669998,60.684540,1626200
2021-01-26,61.810001,63.099998,61.669998,62.630001,61.629204,2258400
2021-01-27,62.110001,62.830002,60.540001,60.799999,59.828445,2372300
2021-01-28,60.860001,63.389999,60.630001,62.360001,61.363514,2493700
2021-01-29,61.830002,63.080002,61.090000,61.639999,60.655018,3771700
2021-02-01,61.860001,62.169998,60.369999,62.169998,61.176548,2432400
2021-02-02,62.270000,62.709999,61.590000,61.880001,60.891186,1897100
2021-02-03,61.570000,63.209999,61.090000,63.080002,62.072014,2651400
2021-02-04,62.869999,64.720001,62.230000,64.120003,63.095394,4483700
2021-02-05,64.489998,65.129997,63.820000,64.959999,63.921967,3066400
2021-02-08,64.959999,66.360001,64.330002,66.080002,65.024071,3881000
2021-02-09,67.510002,67.510002,65.720001,65.940002,64.886307,1925700
2021-02-10,66.000000,67.070000,65.629997,66.809998,65.742401,2179800
2021-02-11,67.389999,67.820000,65.110001,67.760002,66.677231,3302600
2021-02-12,67.209999,67.779999,66.669998,67.480003,66.401703,1974100
2021-02-16,67.480003,67.500000,66.540001,67.180000,66.106499,1983200
2021-02-17,67.059998,67.059998,66.260002,66.860001,65.791611,1479800
2021-02-18,66.550003,66.879997,66.150002,66.489998,65.427513,1202000
2021-02-19,66.610001,67.389999,66.339996,66.970001,65.899849,2193200
2021-02-22,66.809998,67.599998,66.360001,66.879997,65.811287,2122200
2021-02-23,67.419998,68.930000,66.879997,68.519997,67.425079,2543300
2021-02-24,68.680000,69.800003,68.239998,69.349998,68.241814,2713700
2021-02-25,69.250000,69.500000,66.320000,66.730003,65.663689,2885300
2021-02-26,66.730003,66.910004,65.370003,65.410004,64.364784,3725400
2021-03-01,66.580002,67.750000,66.330002,66.750000,65.683365,2725900
2021-03-02,66.339996,67.410004,65.930000,67.000000,65.929367,2957800
2021-03-03,67.080002,69.070000,67.019997,68.570000,67.474281,4312100
2021-03-04,68.599998,69.050003,66.949997,67.720001,66.637863,2336100
2021-03-05,68.059998,69.070000,67.010002,68.860001,67.759644,1889000
2021-03-08,69.260002,71.650002,68.629997,70.930000,69.796570,3717600
2021-03-09,70.910004,71.720001,70.529999,70.830002,69.698174,2493300
2021-03-10,71.160004,71.930000,69.279999,71.419998,70.278740,1830900
2021-03-11,70.889999,72.550003,70.889999,71.610001,70.465698,2377500
2021-03-12,72.029999,73.489998,72.029999,73.440002,72.266464,2740800
2021-03-15,73.570000,75.510002,72.949997,75.059998,73.860573,3464500
2021-03-16,76.129997,76.129997,73.330002,73.779999,72.601028,4730300
2021-03-17,73.790001,74.330002,73.089996,73.879997,72.699432,2773900
2021-03-18,73.589996,73.959999,73.120003,73.500000,72.325508,2998100
2021-03-19,73.269997,73.290001,71.379997,71.430000,70.288582,4741400
2021-03-22,71.150002,72.260002,70.760002,72.029999,70.878998,1873400
2021-03-23,72.260002,72.400002,71.379997,71.809998,70.662506,2899500
2021-03-24,70.489998,72.570000,70.099998,71.529999,70.386978,3121500
2021-03-25,71.260002,72.320000,70.639999,72.110001,70.957718,2669100
2021-03-26,71.940002,72.769997,71.500000,72.680000,72.121704,3082000
2021-03-29,72.269997,72.750000,71.599998,72.279999,71.724777,2530900
2021-03-30,72.300003,73.000000,72.139999,72.830002,72.270554,1344700
2021-03-31,72.160004,72.660004,71.410004,71.629997,71.079765,2316700
2021-04-01,72.010002,72.620003,71.430000,72.510002,71.953011,1753800
2021-04-05,72.820000,72.949997,71.269997,72.150002,71.595779,2412300
2021-04-06,71.910004,72.129997,71.220001,71.599998,71.050003,3748400
2021-04-07,71.900002,72.559998,71.379997,72.339996,71.784309,1717700
2021-04-08,72.110001,72.440002,71.580002,71.760002,71.208771,1482500
2021-04-09,71.779999,72.089996,71.290001,71.690002,71.139313,1621000
2021-04-12,71.820000,72.029999,70.900002,71.779999,71.228615,1713000
2021-04-13,71.339996,72.209999,71.010002,72.139999,71.585854,1344200
2021-04-14,72.120003,72.510002,71.339996,71.389999,70.841614,1089000
2021-04-15,71.709999,72.349998,71.589996,72.230003,71.675163,1974100
2021-04-16,72.589996,72.820000,71.889999,72.620003,72.062172,2071200
2021-04-19,72.930000,73.089996,72.309998,73.029999,72.469017,1429400
2021-04-20,72.870003,74.339996,72.830002,74.089996,73.520874,2100500
2021-04-21,74.230003,75.150002,73.639999,74.870003,74.294884,1626800
2021-04-22,74.879997,75.099998,73.889999,73.980003,73.411720,1688200
2021-04-23,74.059998,74.910004,73.550003,74.580002,74.007111,2009000
2021-04-26,75.000000,75.430000,74.639999,74.720001,74.146034,1609200
2021-04-27,74.750000,74.750000,73.900002,74.379997,73.808647,2088500
2021-04-28,74.230003,74.400002,73.400002,73.629997,73.064407,1747400
2021-04-29,74.070000,74.599998,73.010002,73.540001,72.975098,3295500
2021-04-30,73.430000,74.360001,73.110001,74.230003,73.659805,1872900
2021-05-03,74.730003,74.779999,73.190002,73.400002,72.836174,1641400
2021-05-04,73.449997,73.940002,71.870003,72.330002,71.774399,2865100
2021-05-05,72.000000,72.050003,70.980003,71.930000,71.377464,1971900
2021-05-06,72.290001,73.769997,72.190002,73.580002,73.014793,1499600
2021-05-07,73.290001,74.400002,73.279999,74.050003,73.481186,1593000
2021-05-10,74.529999,75.269997,74.169998,74.599998,74.026955,1089600
2021-05-11,74.169998,74.760002,73.449997,74.190002,73.620110,1464100
2021-05-12,74.510002,74.510002,71.620003,71.980003,71.427086,2618700
2021-05-13,72.000000,74.379997,71.910004,73.820000,73.252945,1951000
2021-05-14,73.949997,74.360001,73.529999,74.070000,73.501030,1652100
2021-05-17,74.050003,74.339996,73.570000,73.970001,73.401794,1709300
2021-05-18,73.519997,74.870003,73.220001,74.489998,73.917801,2147900
2021-05-19,74.059998,74.120003,72.660004,73.500000,72.935410,1792500
2021-05-20,73.449997,74.690002,73.269997,74.519997,73.947571,1304700
2021-05-21,74.599998,75.169998,74.430000,75.000000,74.423882,2522700
2021-05-24,75.529999,76.739998,75.370003,76.180000,75.594818,2591900
2021-05-25,76.209999,76.480003,75.839996,76.160004,75.574974,2043500
2021-05-26,76.000000,76.860001,75.910004,76.389999,75.803207,1902000
2021-05-27,76.680000,76.959999,76.480003,76.690002,76.100906,8639200
2021-05-28,77.089996,77.769997,76.699997,77.449997,76.855064,2286500
2021-06-01,78.230003,79.250000,77.830002,79.220001,78.611465,2165200
2021-06-02,79.620003,80.080002,79.129997,80.000000,79.385475,2736600
2021-06-03,79.739998,79.940002,79.230003,79.510002,78.899239,2279100
2021-06-04,79.650002,79.800003,78.779999,78.879997,78.274078,2774400
2021-06-07,79.180000,79.769997,78.889999,79.459999,78.849625,2459400
2021-06-08,79.739998,80.470001,79.550003,79.669998,79.058006,1471500
2021-06-09,80.059998,80.059998,79.180000,79.349998,78.740471,1510000
2021-06-10,79.519997,82.050003,79.209999,80.800003,80.179337,3180300
2021-06-11,80.800003,80.910004,80.190002,80.750000,80.129715,1974000
2021-06-14,80.209999,80.940002,80.029999,80.910004,80.288490,1285100
2021-06-15,80.629997,80.849998,79.660004,79.709999,79.097702,1640600
2021-06-16,79.730003,80.120003,79.120003,79.190002,78.581703,3237000
2021-06-17,79.169998,79.180000,78.349998,78.989998,78.383232,2450900
2021-06-18,78.629997,79.529999,77.540001,77.629997,77.033676,4093000
2021-06-21,78.110001,79.769997,77.879997,79.360001,78.750389,1898200
2021-06-22,79.440002,79.559998,78.779999,79.059998,78.452698,2144700
2021-06-23,79.129997,79.440002,78.839996,79.040001,78.432854,1571400
2021-06-24,78.980003,79.220001,78.029999,78.500000,77.896996,1921200
2021-06-25,77.900002,78.599998,77.629997,78.570000,78.570000,2378700
2021-06-28,78.570000,78.699997,77.040001,77.739998,77.739998,1358700
2021-06-29,77.639999,78.169998,77.500000,77.559998,77.559998,1593800
2021-06-30,77.739998,78.279999,76.809998,77.000000,77.000000,2074900
2021-07-01,77.120003,78.709999,76.889999,78.019997,78.019997,1867600
2021-07-02,78.199997,78.879997,78.010002,78.449997,78.449997,1661800
2021-07-06,78.410004,79.059998,77.620003,78.910004,78.910004,2081300
2021-07-07,78.599998,79.800003,78.330002,79.570000,79.570000,2264800
2021-07-08,79.199997,80.379997,78.559998,80.360001,80.360001,1388200
2021-07-09,80.949997,81.760002,80.480003,81.709999,81.709999,1431400
2021-07-12,81.540001,82.489998,81.279999,82.410004,82.410004,1266500
2021-07-13,82.239998,82.239998,80.720001,81.250000,81.250000,1054700
